student_id,date,food,study_materials,transport,entertainment,daily_supplies,total
STU_0501,2023-12-06,24,2,0,59,50,135
STU_0501,2023-12-07,39,9,0,42,0,90
STU_0501,2023-12-08,34,4,0,33,0,71
STU_0501,2023-12-09,34,0,0,29,50,113
STU_0501,2023-12-10,28,6,15,10,0,59
STU_0501,2023-12-11,30,12,0,34,0,76
STU_0501,2023-12-12,17,22,0,17,0,56
STU_0501,2023-12-13,28,2,0,38,0,68
STU_0501,2023-12-14,14,11,0,23,20,68
STU_0501,2023-12-15,48,7,0,1,0,56
STU_0501,2023-12-16,28,7,10,43,30,118
STU_0501,2023-12-17,24,9,0,32,0,65
STU_0501,2023-12-18,34,1,0,4,0,39
STU_0501,2023-12-19,40,22,0,28,5,95
STU_0501,2023-12-20,31,1,0,23,0,55
STU_0501,2023-12-21,49,3,0,40,0,92
STU_0501,2023-12-22,33,5,0,12,0,50
STU_0501,2023-12-23,30,4,0,19,0,53
STU_0501,2023-12-24,26,10,50,3,0,89
STU_0501,2023-12-25,16,4,0,19,0,39
STU_0501,2023-12-26,14,27,0,38,0,79
STU_0501,2023-12-27,8,18,0,21,0,47
STU_0501,2023-12-28,57,2,0,44,0,103
STU_0502,2023-09-21,18,3,0,78,0,99
STU_0502,2023-09-22,31,2,0,2,0,35
STU_0502,2023-09-23,26,18,0,31,0,75
STU_0502,2023-09-24,29,4,0,21,0,54
STU_0502,2023-09-25,24,7,0,8,0,39
STU_0502,2023-09-26,16,2,0,52,0,70
STU_0502,2023-09-27,13,1,0,57,5,76
STU_0502,2023-09-28,19,2,0,21,0,42
STU_0502,2023-09-29,32,5,0,26,0,63
STU_0502,2023-09-30,37,7,0,12,5,61
STU_0502,2023-10-01,13,7,0,14,0,34
STU_0502,2023-10-02,25,2,0,35,30,92
STU_0502,2023-10-03,37,0,0,57,0,94
STU_0502,2023-10-04,31,3,0,5,0,39
STU_0502,2023-10-05,12,6,0,47,0,65
STU_0502,2023-10-06,20,8,5,15,10,58
STU_0502,2023-10-07,40,6,0,33,0,79
STU_0502,2023-10-08,26,10,0,0,10,46
STU_0502,2023-10-09,26,0,0,41,30,97
STU_0502,2023-10-10,37,0,5,25,0,67
STU_0502,2023-10-11,31,4,0,52,0,87
STU_0502,2023-10-12,31,5,0,53,0,89
STU_0502,2023-10-13,15,10,0,26,0,51
STU_0502,2023-10-14,41,6,0,21,0,68
STU_0502,2023-10-15,39,14,0,12,0,65
STU_0502,2023-10-16,30,11,0,21,0,62
STU_0502,2023-10-17,16,2,5,50,0,73
STU_0502,2023-10-18,21,2,0,31,0,54
STU_0502,2023-10-19,34,6,0,24,0,64
STU_0502,2023-10-20,31,9,0,24,0,64
STU_0502,2023-10-21,25,17,0,27,5,74
STU_0502,2023-10-22,17,8,5,18,0,48
STU_0502,2023-10-23,24,3,0,7,0,34
STU_0502,2023-10-24,30,8,0,33,0,71
STU_0502,2023-10-25,13,9,0,36,0,58
STU_0502,2023-10-26,28,10,20,40,0,98
STU_0502,2023-10-27,44,9,0,16,0,69
STU_0502,2023-10-28,25,2,0,17,0,44
STU_0502,2023-10-29,37,1,5,23,0,66
STU_0502,2023-10-30,45,8,5,4,0,62
STU_0502,2023-10-31,23,7,10,49,0,89
STU_0502,2023-11-01,18,4,5,50,0,77
STU_0502,2023-11-02,38,2,5,43,0,88
STU_0502,2023-11-03,31,7,5,36,20,99
STU_0502,2023-11-04,34,14,0,2,0,50
STU_0502,2023-11-05,50,2,0,21,0,73
STU_0502,2023-11-06,32,8,0,3,0,43
STU_0502,2023-11-07,34,18,0,61,5,118
STU_0502,2023-11-08,16,4,0,42,0,62
STU_0502,2023-11-09,36,16,0,15,0,67
STU_0502,2023-11-10,23,15,0,11,0,49
STU_0502,2023-11-11,32,1,0,20,0,53
STU_0502,2023-11-12,25,4,0,28,0,57
STU_0502,2023-11-13,36,0,0,19,5,60
STU_0502,2023-11-14,30,2,30,40,5,107
STU_0502,2023-11-15,32,11,0,24,0,67
STU_0502,2023-11-16,22,15,0,34,15,86
STU_0502,2023-11-17,25,4,0,22,0,51
STU_0502,2023-11-18,27,24,0,22,0,73
STU_0502,2023-11-19,36,7,10,2,0,55
STU_0502,2023-11-20,39,7,0,4,0,50
STU_0502,2023-11-21,37,11,0,38,0,86
STU_0502,2023-11-22,31,17,0,53,5,106
STU_0502,2023-11-23,23,1,0,52,5,81
STU_0502,2023-11-24,32,6,0,25,10,73
STU_0502,2023-11-25,43,11,10,22,0,86
STU_0502,2023-11-26,29,7,0,30,0,66
STU_0502,2023-11-27,29,8,0,15,0,52
STU_0502,2023-11-28,59,5,5,42,0,111
STU_0502,2023-11-29,26,4,0,74,0,104
STU_0502,2023-11-30,36,6,5,30,0,77
STU_0502,2023-12-01,30,1,0,18,10,59
STU_0502,2023-12-02,32,7,0,20,0,59
STU_0502,2023-12-03,52,44,0,9,0,105
STU_0502,2023-12-04,27,2,0,25,10,64
STU_0502,2023-12-05,30,6,0,23,0,59
STU_0502,2023-12-06,26,20,0,29,0,75
STU_0502,2023-12-07,31,8,0,39,0,78
STU_0502,2023-12-08,29,17,10,27,0,83
STU_0502,2023-12-09,22,24,0,29,0,75
STU_0502,2023-12-10,42,2,0,33,0,77
STU_0502,2023-12-11,38,15,0,35,0,88
STU_0502,2023-12-12,37,1,0,42,0,80
STU_0502,2023-12-13,22,22,0,44,0,88
STU_0502,2023-12-14,22,3,5,43,0,73
STU_0502,2023-12-15,28,9,0,29,0,66
STU_0502,2023-12-16,27,2,0,23,50,102
STU_0502,2023-12-17,45,11,0,23,0,79
STU_0502,2023-12-18,19,4,5,12,0,40
STU_0502,2023-12-19,24,8,30,13,0,75
STU_0502,2023-12-20,24,1,0,84,0,109
STU_0502,2023-12-21,37,6,20,35,0,98
STU_0502,2023-12-22,20,1,0,13,5,39
STU_0502,2023-12-23,40,10,0,4,0,54
STU_0502,2023-12-24,41,10,0,22,0,73
STU_0502,2023-12-25,29,9,0,32,0,70
STU_0502,2023-12-26,37,13,0,25,0,75
STU_0502,2023-12-27,44,8,0,37,0,89
STU_0502,2023-12-28,43,27,0,21,0,91
STU_0502,2023-12-29,15,0,0,19,0,34
STU_0503,2023-09-09,35,1,0,17,0,53
STU_0503,2023-09-10,32,11,0,10,10,63
STU_0503,2023-09-11,44,17,0,2,20,83
STU_0503,2023-09-12,12,0,0,26,0,38
STU_0503,2023-09-13,35,10,0,50,0,95
STU_0503,2023-09-14,23,6,0,43,0,72
STU_0503,2023-09-15,28,2,0,13,0,43
STU_0503,2023-09-16,37,2,0,22,0,61
STU_0503,2023-09-17,25,12,0,15,0,52
STU_0503,2023-09-18,36,14,0,14,0,64
STU_0503,2023-09-19,45,5,10,29,0,89
STU_0503,2023-09-20,17,4,0,15,20,56
STU_0503,2023-09-21,13,2,0,53,0,68
STU_0503,2023-09-22,23,7,50,35,0,115
STU_0503,2023-09-23,26,17,0,29,0,72
STU_0503,2023-09-24,37,2,0,23,0,62
STU_0503,2023-09-25,36,7,0,23,0,66
STU_0503,2023-09-26,24,8,0,43,0,75
STU_0503,2023-09-27,32,2,0,32,0,66
STU_0503,2023-09-28,29,3,0,6,0,38
STU_0503,2023-09-29,17,9,0,20,0,46
STU_0503,2023-09-30,17,14,0,26,0,57
STU_0503,2023-10-01,28,4,0,28,0,60
STU_0503,2023-10-02,16,2,0,7,0,25
STU_0503,2023-10-03,31,1,0,46,0,78
STU_0503,2023-10-04,33,14,5,45,0,97
STU_0503,2023-10-05,48,7,0,21,0,76
STU_0503,2023-10-06,32,15,0,21,20,88
STU_0503,2023-10-07,35,16,5,23,0,79
STU_0503,2023-10-08,41,0,0,9,30,80
STU_0503,2023-10-09,26,4,0,42,5,77
STU_0503,2023-10-10,35,23,0,64,5,127
STU_0503,2023-10-11,30,11,0,30,0,71
STU_0503,2023-10-12,32,5,0,43,0,80
STU_0503,2023-10-13,37,2,0,13,5,57
STU_0503,2023-10-14,25,11,5,23,20,84
STU_0503,2023-10-15,17,1,5,21,0,44
STU_0503,2023-10-16,28,4,0,31,0,63
STU_0503,2023-10-17,22,1,0,78,0,101
STU_0503,2023-10-18,24,8,0,24,0,56
STU_0503,2023-10-19,41,5,0,33,5,84
STU_0503,2023-10-20,24,5,0,10,20,59
STU_0503,2023-10-21,32,8,5,19,0,64
STU_0503,2023-10-22,43,7,0,12,0,62
STU_0503,2023-10-23,35,5,0,31,0,71
STU_0503,2023-10-24,32,3,0,38,0,73
STU_0503,2023-10-25,59,1,0,45,0,105
STU_0503,2023-10-26,19,9,0,27,0,55
STU_0503,2023-10-27,28,7,0,27,30,92
STU_0503,2023-10-28,39,14,0,37,0,90
STU_0503,2023-10-29,10,4,0,9,0,23
STU_0503,2023-10-30,46,4,0,15,0,65
STU_0503,2023-10-31,9,0,15,60,0,84
STU_0503,2023-11-01,37,5,0,35,0,77
STU_0503,2023-11-02,45,14,0,43,0,102
STU_0503,2023-11-03,46,4,0,37,0,87
STU_0503,2023-11-04,26,4,5,26,0,61
STU_0503,2023-11-05,30,2,0,18,0,50
STU_0503,2023-11-06,18,7,0,24,10,59
STU_0503,2023-11-07,28,9,0,26,0,63
STU_0503,2023-11-08,23,34,0,35,0,92
STU_0503,2023-11-09,35,12,10,49,20,126
STU_0503,2023-11-10,20,6,0,9,0,35
STU_0503,2023-11-11,45,16,0,28,0,89
STU_0503,2023-11-12,52,14,0,27,0,93
STU_0503,2023-11-13,6,3,0,23,0,32
STU_0503,2023-11-14,39,8,5,43,0,95
STU_0503,2023-11-15,47,3,0,17,5,72
STU_0503,2023-11-16,52,0,0,42,0,94
STU_0503,2023-11-17,21,4,0,18,0,43
STU_0503,2023-11-18,31,27,0,25,0,83
STU_0503,2023-11-19,41,4,5,6,0,56
STU_0503,2023-11-20,36,1,0,0,0,37
STU_0503,2023-11-21,46,5,0,40,0,91
STU_0503,2023-11-22,35,16,0,41,0,92
STU_0503,2023-11-23,20,3,0,60,0,83
STU_0503,2023-11-24,22,1,0,0,0,23
STU_0503,2023-11-25,41,2,0,19,0,62
STU_0503,2023-11-26,42,15,5,34,0,96
STU_0503,2023-11-27,24,8,0,20,0,52
STU_0503,2023-11-28,37,1,15,54,0,107
STU_0503,2023-11-29,29,22,0,64,0,115
STU_0503,2023-11-30,33,2,0,54,0,89
STU_0503,2023-12-01,10,6,5,7,0,28
STU_0503,2023-12-02,34,5,0,29,0,68
STU_0503,2023-12-03,23,9,0,17,0,49
STU_0503,2023-12-04,21,6,0,25,0,52
STU_0503,2023-12-05,36,9,10,59,0,114
STU_0503,2023-12-06,17,6,0,49,0,72
STU_0503,2023-12-07,17,11,5,44,0,77
STU_0503,2023-12-08,41,15,0,25,10,91
STU_0503,2023-12-09,18,7,0,31,0,56
STU_0503,2023-12-10,37,12,0,16,0,65
STU_0503,2023-12-11,24,2,15,21,50,112
STU_0503,2023-12-12,8,9,10,46,0,73
STU_0503,2023-12-13,5,6,0,50,15,76
STU_0503,2023-12-14,29,22,0,31,0,82
STU_0503,2023-12-15,48,25,0,37,0,110
STU_0503,2023-12-16,21,9,0,13,0,43
STU_0503,2023-12-17,18,8,0,22,0,48
STU_0504,2023-09-05,31,5,0,28,0,64
STU_0504,2023-09-06,25,0,0,59,30,114
STU_0504,2023-09-07,34,1,0,25,0,60
STU_0504,2023-09-08,34,17,0,24,0,75
STU_0504,2023-09-09,37,13,0,17,0,67
STU_0504,2023-09-10,53,7,10,11,0,81
STU_0504,2023-09-11,27,3,0,29,0,59
STU_0504,2023-09-12,33,13,0,34,0,80
STU_0504,2023-09-13,30,2,0,43,0,75
STU_0504,2023-09-14,39,4,0,38,0,81
STU_0504,2023-09-15,25,5,0,39,0,69
STU_0504,2023-09-16,35,2,5,24,0,66
STU_0504,2023-09-17,50,9,0,34,10,103
STU_0504,2023-09-18,5,14,0,44,0,63
STU_0504,2023-09-19,40,6,0,20,0,66
STU_0504,2023-09-20,36,7,0,56,0,99
STU_0504,2023-09-21,29,7,0,40,0,76
STU_0504,2023-09-22,29,11,0,36,0,76
STU_0504,2023-09-23,14,1,0,14,0,29
STU_0504,2023-09-24,12,11,0,13,0,36
STU_0504,2023-09-25,36,23,0,26,5,90
STU_0504,2023-09-26,28,3,0,11,30,72
STU_0504,2023-09-27,40,1,0,52,0,93
STU_0504,2023-09-28,12,6,5,46,0,69
STU_0504,2023-09-29,24,1,0,33,0,58
STU_0504,2023-09-30,28,2,10,13,10,63
STU_0504,2023-10-01,19,0,0,27,0,46
STU_0504,2023-10-02,33,11,0,12,5,61
STU_0504,2023-10-03,23,2,0,45,0,70
STU_0504,2023-10-04,12,7,0,51,5,75
STU_0504,2023-10-05,15,2,0,25,50,92
STU_0504,2023-10-06,13,23,0,19,0,55
STU_0504,2023-10-07,34,7,0,21,0,62
STU_0504,2023-10-08,36,1,0,30,0,67
STU_0504,2023-10-09,23,12,0,38,0,73
STU_0504,2023-10-10,17,11,15,59,0,102
STU_0504,2023-10-11,32,1,0,31,20,84
STU_0504,2023-10-12,28,5,5,35,0,73
STU_0504,2023-10-13,19,6,5,23,0,53
STU_0504,2023-10-14,24,1,0,10,0,35
STU_0504,2023-10-15,26,12,15,16,5,74
STU_0504,2023-10-16,26,2,10,23,0,61
STU_0504,2023-10-17,52,34,0,57,0,143
STU_0504,2023-10-18,37,18,0,36,0,91
STU_0504,2023-10-19,25,1,0,29,0,55
STU_0504,2023-10-20,28,7,0,26,0,61
STU_0504,2023-10-21,18,0,5,0,0,23
STU_0504,2023-10-22,20,27,20,8,0,75
STU_0504,2023-10-23,26,36,5,19,0,86
STU_0504,2023-10-24,28,0,5,46,0,79
STU_0504,2023-10-25,42,1,5,34,5,87
STU_0504,2023-10-26,38,8,0,51,0,97
STU_0504,2023-10-27,24,3,0,28,0,55
STU_0504,2023-10-28,41,1,0,14,0,56
STU_0504,2023-10-29,43,5,0,19,0,67
STU_0504,2023-10-30,13,22,5,13,0,53
STU_0504,2023-10-31,13,1,0,23,0,37
STU_0504,2023-11-01,5,10,0,40,0,55
STU_0504,2023-11-02,42,14,0,44,0,100
STU_0504,2023-11-03,31,1,0,21,0,53
STU_0504,2023-11-04,38,3,0,8,0,49
STU_0504,2023-11-05,18,7,0,19,0,44
STU_0504,2023-11-06,30,33,0,11,0,74
STU_0504,2023-11-07,43,3,0,39,0,85
STU_0504,2023-11-08,27,6,0,48,0,81
STU_0504,2023-11-09,35,1,0,66,100,202
STU_0504,2023-11-10,28,14,0,14,0,56
STU_0504,2023-11-11,10,30,0,26,10,76
STU_0504,2023-11-12,29,5,0,10,0,44
STU_0504,2023-11-13,15,16,0,32,50,113
STU_0504,2023-11-14,42,4,0,38,0,84
STU_0504,2023-11-15,46,4,0,49,20,119
STU_0504,2023-11-16,23,1,20,40,0,84
STU_0504,2023-11-17,21,14,0,28,10,73
STU_0504,2023-11-18,46,7,0,30,0,83
STU_0504,2023-11-19,54,1,0,5,0,60
STU_0504,2023-11-20,25,1,0,33,0,59
STU_0504,2023-11-21,41,8,0,43,0,92
STU_0504,2023-11-22,29,6,0,35,0,70
STU_0504,2023-11-23,31,3,0,46,0,80
STU_0504,2023-11-24,34,6,0,22,0,62
STU_0504,2023-11-25,28,9,0,2,0,39
STU_0504,2023-11-26,9,4,0,25,0,38
STU_0504,2023-11-27,38,11,0,3,0,52
STU_0504,2023-11-28,17,1,0,54,0,72
STU_0504,2023-11-29,27,5,0,54,0,86
STU_0504,2023-11-30,35,6,10,33,0,84
STU_0504,2023-12-01,36,0,0,7,0,43
STU_0504,2023-12-02,27,1,0,23,0,51
STU_0504,2023-12-03,24,0,0,26,0,50
STU_0504,2023-12-04,23,19,50,41,0,133
STU_0504,2023-12-05,47,3,0,79,0,129
STU_0504,2023-12-06,51,5,0,6,0,62
STU_0504,2023-12-07,18,32,0,42,0,92
STU_0504,2023-12-08,46,13,0,22,0,81
STU_0504,2023-12-09,20,1,0,2,0,23
STU_0504,2023-12-10,33,17,0,40,0,90
STU_0504,2023-12-11,26,15,0,28,0,69
STU_0504,2023-12-12,22,8,0,31,0,61
STU_0504,2023-12-13,42,5,0,47,0,94
STU_0505,2023-09-05,38,5,0,22,0,65
STU_0505,2023-09-06,42,5,0,48,0,95
STU_0505,2023-09-07,47,3,0,35,0,85
STU_0505,2023-09-08,32,15,15,15,0,77
STU_0505,2023-09-09,28,11,0,25,0,64
STU_0505,2023-09-10,26,5,0,15,5,51
STU_0505,2023-09-11,32,10,0,20,5,67
STU_0505,2023-09-12,12,15,0,42,0,69
STU_0505,2023-09-13,38,2,0,48,20,108
STU_0505,2023-09-14,26,17,0,48,15,106
STU_0505,2023-09-15,39,3,0,18,0,60
STU_0505,2023-09-16,38,1,0,7,0,46
STU_0505,2023-09-17,44,1,0,12,0,57
STU_0505,2023-09-18,18,3,0,17,0,38
STU_0505,2023-09-19,10,9,5,59,0,83
STU_0505,2023-09-20,31,1,0,26,10,68
STU_0505,2023-09-21,33,18,0,49,0,100
STU_0505,2023-09-22,42,1,0,19,0,62
STU_0505,2023-09-23,40,1,10,20,0,71
STU_0505,2023-09-24,44,6,10,24,0,84
STU_0505,2023-09-25,26,3,0,33,0,62
STU_0505,2023-09-26,46,0,0,43,0,89
STU_0505,2023-09-27,28,3,0,31,0,62
STU_0505,2023-09-28,19,24,0,39,10,92
STU_0505,2023-09-29,29,1,15,25,0,70
STU_0505,2023-09-30,30,8,0,29,0,67
STU_0505,2023-10-01,45,1,0,11,0,57
STU_0505,2023-10-02,19,7,0,28,0,54
STU_0505,2023-10-03,39,4,10,41,0,94
STU_0505,2023-10-04,22,8,0,45,0,75
STU_0505,2023-10-05,48,25,0,20,0,93
STU_0505,2023-10-06,13,0,0,34,0,47
STU_0505,2023-10-07,33,1,0,19,0,53
STU_0505,2023-10-08,5,0,10,18,0,33
STU_0505,2023-10-09,17,2,5,22,5,51
STU_0505,2023-10-10,45,0,0,51,0,96
STU_0505,2023-10-11,36,17,10,64,0,127
STU_0505,2023-10-12,53,26,0,28,0,107
STU_0505,2023-10-13,38,26,5,13,0,82
STU_0505,2023-10-14,28,8,0,21,0,57
STU_0505,2023-10-15,37,31,0,27,0,95
STU_0505,2023-10-16,17,10,0,34,0,61
STU_0505,2023-10-17,29,30,50,39,0,148
STU_0505,2023-10-18,24,2,0,33,0,59
STU_0505,2023-10-19,12,17,30,31,0,90
STU_0505,2023-10-20,19,3,0,3,5,30
STU_0505,2023-10-21,39,6,0,9,0,54
STU_0505,2023-10-22,14,9,0,17,10,50
STU_0505,2023-10-23,42,8,0,35,0,85
STU_0505,2023-10-24,40,26,0,39,10,115
STU_0505,2023-10-25,25,0,0,44,20,89
STU_0505,2023-10-26,28,29,0,39,0,96
STU_0505,2023-10-27,25,10,0,16,0,51
STU_0505,2023-10-28,40,19,0,5,0,64
STU_0505,2023-10-29,49,3,5,14,0,71
STU_0505,2023-10-30,13,0,0,27,0,40
STU_0505,2023-10-31,29,8,0,40,0,77
STU_0505,2023-11-01,14,25,0,43,0,82
STU_0505,2023-11-02,23,5,0,50,0,78
STU_0505,2023-11-03,32,1,0,13,0,46
STU_0505,2023-11-04,37,6,0,23,0,66
STU_0505,2023-11-05,33,9,0,27,0,69
STU_0505,2023-11-06,49,4,0,7,0,60
STU_0505,2023-11-07,34,18,0,21,0,73
STU_0505,2023-11-08,44,2,15,51,0,112
STU_0505,2023-11-09,28,9,5,43,0,85
STU_0505,2023-11-10,32,6,0,16,0,54
STU_0505,2023-11-11,36,3,0,21,0,60
STU_0505,2023-11-12,11,6,10,16,0,43
STU_0505,2023-11-13,35,4,0,19,0,58
STU_0505,2023-11-14,28,18,15,36,0,97
STU_0505,2023-11-15,38,0,0,0,20,58
STU_0505,2023-11-16,25,1,0,45,0,71
STU_0505,2023-11-17,49,6,0,36,0,91
STU_0505,2023-11-18,36,6,30,10,0,82
STU_0505,2023-11-19,33,7,0,26,0,66
STU_0505,2023-11-20,14,4,0,27,0,45
STU_0505,2023-11-21,34,1,0,30,0,65
STU_0505,2023-11-22,26,5,0,59,0,90
STU_0505,2023-11-23,31,7,0,44,0,82
STU_0505,2023-11-24,18,14,0,34,0,66
STU_0505,2023-11-25,31,12,0,24,0,67
STU_0505,2023-11-26,20,13,0,31,0,64
STU_0505,2023-11-27,29,2,0,29,0,60
STU_0505,2023-11-28,42,4,5,47,5,103
STU_0505,2023-11-29,30,10,0,37,0,77
STU_0505,2023-11-30,26,3,0,27,0,56
STU_0505,2023-12-01,33,6,0,4,0,43
STU_0505,2023-12-02,21,26,0,16,0,63
STU_0505,2023-12-03,26,4,0,29,0,59
STU_0505,2023-12-04,24,9,0,15,0,48
STU_0505,2023-12-05,40,1,0,34,15,90
STU_0505,2023-12-06,20,6,0,35,0,61
STU_0505,2023-12-07,41,5,20,60,0,126
STU_0505,2023-12-08,37,11,0,25,0,73
STU_0505,2023-12-09,27,3,0,23,0,53
STU_0505,2023-12-10,43,27,15,37,15,137
STU_0505,2023-12-11,39,1,5,27,0,72
STU_0505,2023-12-12,26,2,0,70,0,98
STU_0505,2023-12-13,31,15,0,48,0,94
STU_0506,2023-09-16,33,15,10,27,0,85
STU_0506,2023-09-17,40,4,0,17,0,61
STU_0506,2023-09-18,35,5,0,18,0,58
STU_0506,2023-09-19,31,0,0,32,0,63
STU_0506,2023-09-20,28,3,5,39,0,75
STU_0506,2023-09-21,39,13,0,57,0,109
STU_0506,2023-09-22,55,11,0,53,0,119
STU_0506,2023-09-23,34,34,0,12,0,80
STU_0506,2023-09-24,32,2,0,37,0,71
STU_0506,2023-09-25,24,50,0,28,0,102
STU_0506,2023-09-26,19,2,0,42,5,68
STU_0506,2023-09-27,27,3,0,41,0,71
STU_0506,2023-09-28,35,7,0,48,0,90
STU_0506,2023-09-29,32,26,0,15,0,73
STU_0506,2023-09-30,34,4,0,33,0,71
STU_0506,2023-10-01,36,1,0,14,0,51
STU_0506,2023-10-02,41,14,0,27,0,82
STU_0506,2023-10-03,22,2,0,35,0,59
STU_0506,2023-10-04,29,6,0,64,0,99
STU_0506,2023-10-05,30,9,0,42,0,81
STU_0506,2023-10-06,29,1,10,23,0,63
STU_0506,2023-10-07,48,2,0,0,0,50
STU_0506,2023-10-08,40,5,0,22,0,67
STU_0506,2023-10-09,35,3,0,2,0,40
STU_0506,2023-10-10,30,4,0,61,0,95
STU_0506,2023-10-11,17,3,0,34,0,54
STU_0506,2023-10-12,42,3,0,41,0,86
STU_0506,2023-10-13,26,5,0,40,0,71
STU_0506,2023-10-14,44,11,0,19,5,79
STU_0506,2023-10-15,38,6,5,27,0,76
STU_0506,2023-10-16,38,0,5,38,0,81
STU_0506,2023-10-17,27,13,0,35,0,75
STU_0506,2023-10-18,45,3,5,56,5,114
STU_0506,2023-10-19,39,2,0,32,5,78
STU_0506,2023-10-20,37,1,0,21,50,109
STU_0506,2023-10-21,42,44,0,20,0,106
STU_0506,2023-10-22,33,3,0,21,0,57
STU_0506,2023-10-23,41,6,0,15,0,62
STU_0506,2023-10-24,11,22,0,38,0,71
STU_0506,2023-10-25,28,1,0,27,0,56
STU_0506,2023-10-26,29,20,0,41,0,90
STU_0506,2023-10-27,20,8,10,23,0,61
STU_0506,2023-10-28,36,5,0,36,0,77
STU_0506,2023-10-29,41,5,0,18,0,64
STU_0506,2023-10-30,42,5,0,16,0,63
STU_0506,2023-10-31,55,14,15,44,0,128
STU_0506,2023-11-01,29,1,5,38,0,73
STU_0506,2023-11-02,27,1,0,46,0,74
STU_0506,2023-11-03,25,26,5,22,0,78
STU_0506,2023-11-04,30,9,0,25,0,64
STU_0506,2023-11-05,12,5,0,36,0,53
STU_0506,2023-11-06,26,3,0,16,0,45
STU_0506,2023-11-07,36,8,0,38,0,82
STU_0506,2023-11-08,26,19,0,50,0,95
STU_0506,2023-11-09,48,31,0,62,0,141
STU_0506,2023-11-10,49,22,0,18,0,89
STU_0506,2023-11-11,34,4,0,30,0,68
STU_0506,2023-11-12,34,2,0,22,0,58
STU_0506,2023-11-13,48,5,0,18,0,71
STU_0506,2023-11-14,31,8,50,57,15,161
STU_0506,2023-11-15,30,6,10,35,0,81
STU_0506,2023-11-16,22,12,0,24,0,58
STU_0506,2023-11-17,27,2,0,38,0,67
STU_0506,2023-11-18,24,3,0,0,5,32
STU_0506,2023-11-19,15,8,0,22,0,45
STU_0506,2023-11-20,21,11,0,7,0,39
STU_0506,2023-11-21,22,3,0,45,0,70
STU_0506,2023-11-22,24,7,0,25,0,56
STU_0506,2023-11-23,33,5,0,46,0,84
STU_0506,2023-11-24,29,8,0,29,5,71
STU_0506,2023-11-25,16,3,0,32,0,51
STU_0506,2023-11-26,38,2,10,25,0,75
STU_0506,2023-11-27,25,5,0,20,0,50
STU_0506,2023-11-28,13,2,0,57,10,82
STU_0506,2023-11-29,35,9,0,52,0,96
STU_0506,2023-11-30,40,11,5,35,0,91
STU_0506,2023-12-01,42,15,5,33,0,95
STU_0506,2023-12-02,36,21,0,38,0,95
STU_0506,2023-12-03,32,14,0,18,10,74
STU_0506,2023-12-04,27,1,0,13,0,41
STU_0506,2023-12-05,40,13,30,35,0,118
STU_0506,2023-12-06,30,3,10,49,0,92
STU_0506,2023-12-07,19,5,0,28,0,52
STU_0506,2023-12-08,30,3,0,27,0,60
STU_0506,2023-12-09,38,18,0,18,0,74
STU_0506,2023-12-10,39,1,0,34,0,74
STU_0506,2023-12-11,39,20,0,23,50,132
STU_0506,2023-12-12,45,3,0,41,0,89
STU_0506,2023-12-13,28,9,0,32,0,69
STU_0506,2023-12-14,27,1,5,47,0,80
STU_0506,2023-12-15,26,9,0,1,0,36
STU_0506,2023-12-16,56,12,50,19,0,137
STU_0506,2023-12-17,23,3,0,12,0,38
STU_0506,2023-12-18,43,6,0,0,0,49
STU_0506,2023-12-19,25,7,0,30,0,62
STU_0506,2023-12-20,35,3,10,27,0,75
STU_0506,2023-12-21,21,15,20,63,0,119
STU_0506,2023-12-22,30,17,5,28,0,80
STU_0506,2023-12-23,39,3,0,19,5,66
STU_0506,2023-12-24,25,8,0,8,0,41
STU_0507,2023-09-24,18,9,0,9,0,36
STU_0507,2023-09-25,23,16,0,23,0,62
STU_0507,2023-09-26,17,6,0,47,0,70
STU_0507,2023-09-27,36,1,0,32,0,69
STU_0507,2023-09-28,32,0,0,22,0,54
STU_0507,2023-09-29,31,2,0,21,0,54
STU_0507,2023-09-30,42,2,0,27,0,71
STU_0507,2023-10-01,33,0,0,15,0,48
STU_0507,2023-10-02,21,4,5,0,15,45
STU_0507,2023-10-03,27,8,50,53,0,138
STU_0507,2023-10-04,31,2,5,53,0,91
STU_0507,2023-10-05,26,6,0,24,10,66
STU_0507,2023-10-06,27,11,0,20,30,88
STU_0507,2023-10-07,37,29,0,15,0,81
STU_0507,2023-10-08,27,4,5,16,0,52
STU_0507,2023-10-09,42,6,0,12,0,60
STU_0507,2023-10-10,36,4,0,18,0,58
STU_0507,2023-10-11,29,1,0,8,0,38
STU_0507,2023-10-12,24,7,0,62,0,93
STU_0507,2023-10-13,34,2,15,15,0,66
STU_0507,2023-10-14,42,13,0,16,0,71
STU_0507,2023-10-15,44,0,0,29,0,73
STU_0507,2023-10-16,19,15,10,14,0,58
STU_0507,2023-10-17,27,18,0,37,0,82
STU_0507,2023-10-18,30,3,0,39,0,72
STU_0507,2023-10-19,34,12,0,40,5,91
STU_0507,2023-10-20,24,1,0,34,0,59
STU_0507,2023-10-21,37,4,0,16,0,57
STU_0507,2023-10-22,34,5,5,34,0,78
STU_0507,2023-10-23,34,4,0,29,0,67
STU_0507,2023-10-24,39,7,0,38,0,84
STU_0507,2023-10-25,37,3,0,47,0,87
STU_0507,2023-10-26,16,6,0,27,0,49
STU_0507,2023-10-27,39,25,0,0,0,64
STU_0507,2023-10-28,34,2,5,12,0,53
